TARGET_B,TARGET_D,MONTHS_SINCE_ORIGIN,DONOR_AGE,IN_HOUSE,URBANICITY,SES,CLUSTER_CODE,HOME_OWNER,DONOR_GENDER,INCOME_GROUP,PUBLISHED_PHONE,OVERLAY_SOURCE,MOR_HIT_RATE,MEDIAN_HOME_VALUE,BIN_MEDIAN_HOME_VALUE,MEDIAN_HOUSEHOLD_INCOME,PCT_OWNER_OCCUPIED,PER_CAPITA_INCOME,BIN_PER_CAPITA_INCOME,PCT_ATTRIBUTE1,PCT_ATTRIBUTE2,PCT_ATTRIBUTE3,PCT_ATTRIBUTE4,PEP_STAR,RECENT_STAR_STATUS,RECENCY_STATUS_96NK,FREQUENCY_STATUS_97NK,RECENT_RESPONSE_PROP,RECENT_AVG_GIFT_AMT,RECENT_CARD_RESPONSE_PROP,RECENT_AVG_CARD_GIFT_AMT,RECENT_RESPONSE_COUNT,RECENT_CARD_RESPONSE_COUNT,MONTHS_SINCE_LAST_PROM_RESP,LIFETIME_CARD_PROM,LIFETIME_PROM,LIFETIME_GIFT_AMOUNT,LIFETIME_GIFT_COUNT,LIFETIME_AVG_GIFT_AMT,BIN_LIFETIME_AVG_GIFT_AMT,LIFETIME_GIFT_RANGE,LIFETIME_MAX_GIFT_AMT,LIFETIME_MIN_GIFT_AMT,LAST_GIFT_AMT,CARD_PROM_12,NUMBER_PROM_12,MONTHS_SINCE_LAST_GIFT,MONTHS_SINCE_FIRST_GIFT,FILE_AVG_GIFT,BIN_FILE_AVG_GIFT,FILE_CARD_GIFT
1,15,125,87,0,3,2,17,1,F,5,1,B,23,1568,3,328,28,17761,7,0,26,38,24,1,0,1,1,0.222,14.0,0.125,12.0,4,1,15.0,37,103,214.0,21,10.19,1,18.0,20.0,2.0,16.0,4,16,15,123,10.19,1,7
0,0,137,7,0,3,1,11,1,F,5,1,B,8,1227,2,471,60,17179,6,20,36,57,18,1,0,5,3,0.19,6.0,0.2,7.0,4,2,21.0,38,93,114.0,25,4.56,0,4.0,7.0,3.0,7.0,6,13,21,124,4.56,0,8
0,0,65,17,0,2,3,41,0,F,6,0,N,0,348,0,178,80,10244,1,2,45,36,33,1,0,5,1,0.5,13.11,0.889,12.88,9,8,12.0,22,72,220.0,19,11.58,2,11.0,16.0,5.0,16.0,7,21,4,65,11.58,2,11
0,0,65,86,0,3,1,13,1,M,6,1,B,10,1638,3,703,79,37099,9,2,60,35,63,0,0,5,1,0.111,29.0,0.0,0.0,2,0,26.0,18,45,148.0,6,24.67,3,16.0,31.0,15.0,31.0,3,7,26,64,24.67,3,1
0,0,77,52,0,4,2,26,1,M,5,1,B,2,923,2,253,14,20273,8,0,20,13,56,0,0,5,1,0.059000000000000004,18.0,0.0,0.0,1,0,17.0,23,63,93.0,7,13.29,2,8.0,18.0,10.0,18.0,5,14,17,77,13.29,2,2
1,40,65,57,0,4,2,27,1,M,5,1,B,12,860,2,392,89,13088,4,0,40,39,20,1,1,6,4,0.5,19.4,0.455,18.8,10,5,12.0,36,105,580.0,34,17.06,3,20.0,25.0,5.0,21.0,11,35,4,64,17.06,3,12
0,0,77,78,0,1,2,49,1,F,2,1,B,0,388,0,290,86,12373,3,0,29,34,28,1,1,6,2,0.19,9.75,0.2,10.0,4,2,19.0,28,76,122.0,18,6.78,0,8.0,11.0,3.0,10.0,6,15,19,67,6.78,0,6
0,0,41,41,0,4,2,25,0,F,1,0,B,4,528,1,196,42,9075,1,10,19,36,10,1,0,5,3,0.222,5.75,0.5,5.75,4,4,16.0,13,33,42.0,10,4.2,0,9.0,10.0,1.0,5.0,6,14,16,64,4.2,0,4
0,0,65,65,0,2,1,35,1,M,4,1,B,11,1629,3,483,87,15317,5,0,26,35,30,0,0,5,1,0.063,15.0,0.0,0.0,1,0,18.0,18,54,51.0,5,10.2,1,10.0,15.0,5.0,15.0,4,14,18,64,10.2,1,1
0,0,65,57,0,2,2,38,1,F,7,1,B,38,665,1,279,59,12235,3,4,44,45,12,0,0,5,1,0.095,19.0,0.0,0.0,2,0,21.0,27,70,155.0,12,12.92,2,17.0,21.0,4.0,20.0,8,18,21,64,12.92,2,2
0,0,101,47,0,3,1,11,1,M,4,0,B,5,715,1,395,48,14175,5,0,29,75,10,1,0,5,1,0.14300000000000002,11.67,0.2,12.5,3,2,20.0,35,89,194.0,20,9.7,1,15.0,20.0,5.0,10.0,7,17,20,90,9.7,1,6
0,0,77,57,0,3,1,13,1,M,1,1,B,2,925,2,354,89,17549,7,0,43,32,33,1,1,6,3,0.263,6.8,0.444,6.75,5,4,18.0,21,52,79.0,12,6.58,0,5.0,10.0,5.0,7.0,6,13,18,69,6.58,0,9
1,12,65,50,0,1,2,49,1,M,1,0,P,0,646,1,239,79,10757,2,0,27,40,31,1,0,5,4,0.409,5.78,0.455,5.8,9,5,11.0,32,85,153.0,30,5.1,0,4.0,7.0,3.0,7.0,10,24,11,64,5.1,0,9
1,10,89,53,0,4,2,28,1,F,7,1,B,6,586,1,349,89,15304,5,0,32,35,47,1,0,5,1,0.17600000000000002,10.0,0.375,10.0,3,3,24.0,27,71,73.0,10,7.3,0,10.0,15.0,5.0,15.0,4,10,24,88,7.3,0,8
0,0,65,39,0,3,3,21,1,F,6,1,B,5,378,0,233,63,8807,0,0,32,32,41,0,0,5,1,0.1,15.0,0.111,10.0,2,1,18.0,23,59,63.0,7,9.0,1,15.0,20.0,5.0,20.0,6,17,18,61,9.0,1,2
0,0,77,81,0,1,2,45,0,F,1,0,P,0,529,1,163,69,8222,0,0,37,19,43,1,0,5,4,0.2,5.25,0.33299999999999996,5.0,4,3,16.0,30,76,91.0,18,5.06,0,1.0,6.0,5.0,5.0,6,16,16,65,5.06,0,9
1,8,29,57,0,2,2,39,1,F,6,1,B,6,695,1,222,67,9991,1,24,35,26,12,1,1,6,4,0.5,8.2,0.6,8.83,10,6,15.0,27,68,150.0,20,7.5,0,8.0,13.0,5.0,8.0,11,24,4,63,7.5,0,7
0,0,89,82,0,3,1,12,1,F,5,1,B,6,1001,2,584,98,18826,7,1,30,29,25,1,1,6,2,0.15,13.33,0.182,12.5,3,2,24.0,23,62,110.0,10,11.0,1,10.0,15.0,5.0,15.0,6,15,18,88,11.0,1,5
1,3,89,54,0,3,1,14,1,F,7,1,B,19,2140,3,773,97,33069,9,0,38,33,24,1,1,6,4,0.529,3.33,0.75,4.0,9,6,11.0,31,83,79.0,21,3.76,0,5.0,7.0,2.0,4.0,12,28,7,82,3.76,0,10
1,21,137,66,0,1,2,46,1,F,5,0,B,20,385,0,207,78,12419,3,0,25,36,38,1,1,6,1,0.318,15.29,0.364,15.75,7,4,16.0,44,115,530.0,35,15.14,3,23.0,26.0,3.0,15.0,11,31,6,127,15.14,3,16
0,0,137,66,0,1,3,51,1,F,5,1,P,0,266,0,142,62,7906,0,0,29,36,31,1,1,6,3,0.42100000000000004,7.75,0.7,7.71,8,7,17.0,45,116,276.0,46,6.0,0,7.0,10.0,3.0,9.0,8,23,17,131,6.0,0,25
1,15,137,75,0,2,1,35,1,M,5,0,B,1,1133,2,430,80,26361,9,0,32,40,55,1,1,6,2,0.35,15.43,0.455,16.6,7,5,17.0,45,114,342.0,28,12.21,2,15.0,20.0,5.0,13.0,11,28,5,122,12.21,2,17
0,0,137,39,0,1,2,49,1,F,2,1,B,0,459,0,315,94,10114,1,0,34,45,27,1,1,6,3,0.389,9.14,0.5,9.4,7,5,20.0,33,91,269.0,50,5.38,0,10.0,12.0,2.0,9.0,4,11,20,130,5.38,0,22
1,12,77,47,0,4,1,23,1,M,4,1,B,16,1416,3,255,72,17990,7,0,55,17,63,0,0,5,3,0.33299999999999996,13.29,0.364,12.0,7,4,19.0,35,96,271.0,22,12.32,2,14.0,17.0,3.0,15.0,11,25,18,75,12.32,2,8
1,8,113,26,0,2,1,34,1,M,5,1,B,10,826,2,314,64,14958,5,0,45,22,43,1,0,5,4,0.263,10.6,0.33299999999999996,13.0,5,3,15.0,25,67,147.0,16,9.19,1,12.0,15.0,3.0,9.0,4,11,15,105,9.19,1,9
0,0,137,50,0,1,1,42,1,M,5,1,B,4,585,1,250,73,10739,2,0,39,46,32,1,14,5,1,0.048,22.0,0.0,0.0,1,0,18.0,35,86,202.0,29,6.97,0,19.0,22.0,3.0,22.0,6,16,18,126,6.97,0,14
1,8,137,56,0,2,2,38,0,F,5,0,N,0,1161,2,197,36,12764,4,0,17,29,71,1,1,6,3,0.294,7.8,0.28600000000000003,7.0,5,2,19.0,30,75,126.0,20,6.3,0,7.0,10.0,3.0,9.0,5,12,19,129,6.3,0,11
1,5,125,69,0,3,1,14,0,M,2,0,N,0,1437,3,583,97,18207,7,0,24,55,6,1,1,6,3,0.318,8.57,0.182,10.0,7,2,14.0,41,108,234.0,25,9.36,1,7.0,12.0,5.0,5.0,11,30,7,121,9.36,1,15
1,5,137,66,0,3,1,14,1,F,6,0,P,0,3528,3,814,96,25564,9,0,36,27,28,1,1,6,4,0.28600000000000003,5.83,0.545,5.83,6,6,20.0,34,100,265.0,43,6.16,0,7.0,10.0,3.0,5.0,5,19,18,126,6.16,0,25
0,0,65,50,0,1,2,44,0,F,6,1,M,1,780,2,333,82,12811,4,0,29,37,20,0,0,5,1,0.111,14.5,0.111,14.0,2,1,26.0,24,65,81.0,7,11.57,2,10.0,15.0,5.0,15.0,6,16,26,60,11.57,2,3
0,0,125,63,0,1,2,44,1,F,4,1,B,25,714,1,437,87,14003,5,0,33,27,21,1,4,5,1,0.35,11.43,0.6,11.67,7,6,12.0,34,92,284.0,26,10.92,1,20.0,25.0,5.0,15.0,5,16,12,124,10.92,1,16
1,15,77,69,0,5,1,3,1,M,6,1,P,0,5817,3,931,84,91576,9,0,27,8,52,1,4,5,1,0.429,10.56,0.6,11.67,9,6,11.0,34,100,315.0,32,9.84,1,19.0,20.0,1.0,10.0,10,27,6,76,9.84,1,15
1,20,101,55,0,1,2,43,1,F,4,0,P,0,483,0,198,71,9290,1,0,33,33,35,1,5,5,2,0.4,14.88,0.364,13.75,8,4,13.0,37,104,278.0,24,11.58,2,17.0,20.0,3.0,15.0,11,27,9,92,11.58,2,13
1,11,137,86,0,3,2,0,0,M,4,0,M,0,882,2,380,73,18642,7,0,0,0,0,1,1,6,4,0.526,13.6,0.545,14.5,10,6,17.0,40,105,374.0,33,11.33,2,12.0,16.0,4.0,12.0,11,29,5,131,11.33,2,16
0,0,29,78,0,5,3,8,0,F,2,1,N,0,1131,2,403,50,17593,7,0,19,57,20,0,0,5,1,0.125,12.5,0.33299999999999996,12.5,2,2,24.0,10,29,35.0,3,11.67,2,15.0,20.0,5.0,20.0,4,10,24,59,11.67,2,2
0,0,53,32,0,5,1,1,0,M,1,1,B,3,1348,3,613,83,20525,8,0,0,0,0,1,0,5,4,0.35,4.57,0.455,4.4,7,5,16.0,33,79,82.0,20,4.1,0,7.0,9.0,2.0,5.0,11,22,16,57,4.1,0,9
0,0,17,56,0,3,1,12,1,M,7,1,B,1,2491,3,498,90,17576,7,1,41,20,25,0,0,2,1,0.2,13.33,0.14300000000000002,15.0,3,1,17.0,15,46,65.0,5,13.0,2,5.0,15.0,10.0,15.0,5,19,5,57,13.0,2,2
0,0,89,79,0,3,2,16,1,F,2,0,P,0,728,1,330,57,13621,4,0,33,33,43,0,0,5,1,0.105,15.0,0.25,15.0,2,2,16.0,36,96,165.0,13,12.69,2,15.0,20.0,5.0,15.0,10,25,9,79,12.69,2,6
1,32,77,78,0,3,2,20,0,M,2,1,N,0,1435,3,423,82,18160,7,0,43,27,42,1,0,5,1,0.23800000000000002,11.4,0.3,13.33,5,3,13.0,35,88,122.0,13,9.38,1,17.0,20.0,3.0,11.0,11,23,7,69,9.38,1,7
1,30,65,49,0,3,1,14,1,M,5,1,P,0,1102,2,613,90,20557,8,0,22,69,5,0,0,5,1,0.063,25.0,0.0,0.0,1,0,26.0,14,36,75.0,3,25.0,3,0.0,25.0,25.0,25.0,4,11,26,56,25.0,3,1
0,0,125,63,0,5,2,6,0,M,2,1,B,1,876,2,473,90,16469,6,1,37,39,21,0,0,5,1,0.055999999999999994,21.0,0.125,21.0,1,1,18.0,27,75,99.0,11,9.0,1,16.0,21.0,5.0,21.0,5,14,18,110,9.0,1,3
0,0,29,71,0,4,2,28,1,M,2,1,M,11,689,1,288,70,14904,5,0,41,13,56,0,0,3,1,0.091,15.0,0.2,15.0,1,1,23.0,9,24,20.0,2,10.0,1,10.0,15.0,5.0,15.0,3,8,23,56,10.0,1,1
0,0,137,71,0,1,1,42,1,M,7,1,B,18,1881,3,426,72,20138,8,0,24,49,12,1,0,5,2,0.22699999999999998,29.2,0.182,27.0,5,2,18.0,34,82,282.0,13,21.69,3,30.0,35.0,5.0,30.0,6,15,18,121,21.69,3,7
0,0,65,67,0,3,1,11,0,M,3,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0.188,25.0,0.111,30.0,3,1,18.0,25,60,155.0,6,25.83,3,10.0,30.0,20.0,25.0,11,26,18,57,25.83,3,2
1,15,29,47,0,4,2,29,1,M,5,0,B,0,692,1,203,74,14602,5,0,44,5,67,1,0,5,2,0.188,9.0,0.25,10.0,3,2,18.0,15,40,38.0,5,7.6,0,10.0,15.0,5.0,7.0,6,15,18,57,7.6,0,2
1,2,101,75,0,3,2,18,1,F,2,0,B,10,917,2,462,94,14229,5,0,22,24,35,1,0,5,4,0.23800000000000002,4.8,0.3,4.33,5,3,20.0,27,71,74.0,14,5.29,0,7.0,10.0,3.0,5.0,6,13,20,92,5.29,0,8
0,0,89,80,0,2,2,38,1,M,4,0,P,0,2459,3,309,47,17969,7,0,27,15,67,1,0,5,4,0.35,19.71,0.455,18.6,7,5,21.0,38,99,311.0,22,14.14,2,25.0,30.0,5.0,20.0,11,30,18,89,14.14,2,9
0,0,137,85,0,1,3,53,0,F,1,0,P,0,1259,3,263,43,9748,1,0,11,26,42,1,3,5,1,0.33299999999999996,9.43,0.4,9.0,7,4,19.0,46,111,193.0,26,7.42,0,9.0,11.0,2.0,10.0,10,22,19,126,7.42,0,17
1,14,77,54,0,5,2,5,0,F,3,0,B,2,376,0,397,72,15260,5,0,25,45,35,1,0,5,2,0.19,13.5,0.2,13.0,4,2,24.0,36,94,174.0,14,12.43,2,5.0,15.0,10.0,14.0,11,25,7,73,12.43,2,5
0,0,53,59,0,3,2,20,1,M,3,0,P,0,1027,2,331,53,13701,4,0,29,18,40,0,0,5,1,0.182,26.25,0.091,25.0,4,1,18.0,33,80,210.0,9,23.33,3,25.0,30.0,5.0,25.0,9,23,5,55,23.33,3,2
0,0,29,65,0,3,2,0,0,M,6,0,P,0,745,1,259,59,9966,1,0,0,0,0,0,0,3,3,0.231,13.33,0.14300000000000002,10.0,3,1,17.0,13,36,45.0,4,11.25,2,11.0,16.0,5.0,14.0,6,17,17,55,11.25,2,1
0,0,53,71,0,4,1,24,0,M,4,0,N,0,1138,2,537,72,18770,7,12,35,56,6,0,0,5,1,0.059000000000000004,40.0,0.0,0.0,1,0,25.0,17,39,120.0,3,40.0,3,0.0,40.0,40.0,40.0,6,12,25,54,40.0,3,1
0,0,65,46,0,5,1,1,0,U,5,0,N,0,2750,3,599,42,60625,9,0,32,18,51,0,0,5,4,0.235,10.5,0.25,10.0,4,2,17.0,21,62,77.0,8,9.63,1,6.0,11.0,5.0,10.0,6,18,15,57,9.63,1,3
0,0,65,61,0,2,1,35,1,M,5,1,B,7,901,2,441,89,17670,7,2,48,55,23,1,19,5,1,0.053,25.0,0.0,0.0,1,0,18.0,27,66,112.0,8,14.0,2,30.0,33.0,3.0,25.0,6,15,18,65,14.0,2,2
1,15,137,40,0,3,2,17,1,F,5,0,B,0,889,2,328,36,13456,4,1,25,48,7,1,1,6,3,0.455,13.9,0.545,14.5,10,6,15.0,41,102,224.0,21,10.67,1,22.0,27.0,5.0,18.0,11,29,15,126,10.67,1,9
0,0,65,71,0,1,2,43,0,F,2,0,P,0,1721,3,618,95,21855,8,1,27,35,26,1,1,6,3,0.4,13.5,0.273,14.0,8,3,18.0,33,83,259.0,23,11.26,2,15.0,20.0,5.0,10.0,8,23,9,56,11.26,2,9
1,35,53,75,0,3,1,13,0,F,5,0,N,0,2753,3,504,77,24127,8,0,30,27,35,0,0,5,3,0.158,20.0,0.111,20.0,3,1,19.0,20,50,100.0,5,20.0,3,0.0,20.0,20.0,20.0,6,14,19,53,20.0,3,2
0,0,113,49,0,3,2,17,1,M,1,0,P,0,730,1,247,70,15385,5,19,38,31,18,1,1,6,4,0.263,17.4,0.3,15.67,5,3,17.0,34,92,352.0,24,14.67,2,15.0,20.0,5.0,12.0,6,16,17,112,14.67,2,12
0,0,65,51,0,3,1,12,1,M,4,1,B,5,1024,2,475,81,18143,7,0,23,32,27,0,0,5,3,0.21100000000000002,11.75,0.3,11.67,4,3,17.0,32,81,104.0,10,10.4,1,10.0,15.0,5.0,15.0,11,24,17,57,10.4,1,6
0,0,137,61,0,3,1,11,1,M,7,1,B,18,1805,3,759,79,31663,9,1,33,54,21,1,1,6,3,0.42100000000000004,8.38,0.545,7.0,8,6,24.0,36,88,157.0,29,5.41,0,15.0,17.0,2.0,9.0,6,17,24,131,5.41,0,18
0,0,77,69,0,2,2,39,1,M,5,1,P,0,465,0,314,63,11769,3,0,23,29,9,1,0,5,1,0.16699999999999998,22.5,0.0,0.0,2,0,9.0,21,67,119.0,7,17.0,3,15.0,25.0,10.0,25.0,5,21,9,76,17.0,3,4
0,0,101,72,0,1,3,51,1,M,2,0,B,0,466,0,266,86,11133,2,0,25,27,23,0,0,5,1,0.095,17.5,0.0,0.0,2,0,26.0,27,68,105.0,8,13.13,2,15.0,20.0,5.0,20.0,5,13,26,92,13.13,2,3
0,0,53,76,0,1,2,49,1,M,2,0,P,0,412,0,297,80,12061,3,0,33,32,19,1,0,5,4,0.381,10.38,0.3,11.67,8,3,15.0,27,69,135.0,17,7.94,0,16.0,19.0,3.0,19.0,9,23,15,52,7.94,0,5
0,0,65,33,0,3,2,20,0,F,2,1,P,0,928,2,387,86,18255,7,0,23,33,16,1,0,5,1,0.318,14.29,0.455,14.0,7,5,25.0,33,83,282.0,19,14.84,2,10.0,20.0,10.0,15.0,11,23,25,57,14.84,2,10
1,24,29,38,0,4,1,24,1,F,5,1,B,4,1602,3,459,70,18855,7,2,25,40,27,1,0,5,2,0.42100000000000004,20.13,0.6,20.17,8,6,17.0,26,78,350.0,19,18.42,3,15.0,25.0,10.0,25.0,11,32,6,53,18.42,3,10
0,0,29,66,0,5,3,8,0,F,3,0,N,0,1395,3,190,59,7178,0,0,14,13,16,1,1,6,3,0.42100000000000004,6.38,0.5,5.4,8,5,20.0,26,66,98.0,16,6.13,0,6.0,11.0,5.0,10.0,11,24,18,53,6.13,0,6
0,0,65,54,0,3,2,0,0,M,5,0,P,0,1287,3,418,75,18427,7,0,0,0,0,0,0,5,3,0.158,14.33,0.111,14.0,3,1,17.0,24,66,106.0,8,13.25,2,6.0,16.0,10.0,14.0,6,18,17,55,13.25,2,2
0,0,65,49,0,5,3,9,0,F,1,0,B,23,1507,3,421,84,12044,3,0,22,34,48,1,0,5,1,0.21100000000000002,33.75,0.1,35.0,4,1,15.0,28,69,330.0,10,33.0,3,5.0,35.0,30.0,35.0,9,20,7,57,33.0,3,3
0,0,65,47,0,4,1,24,1,F,3,0,P,0,1930,3,466,80,16892,6,2,41,34,4,0,0,5,1,0.091,19.5,0.182,19.5,2,2,17.0,25,64,78.46,7,11.21,2,18.0,23.0,5.0,23.0,6,14,17,56,11.21,2,3
0,0,137,49,0,3,1,11,1,M,6,0,B,9,1904,3,568,78,23814,8,0,33,39,18,1,11,5,1,0.263,9.0,0.375,9.0,5,3,15.0,40,108,170.0,23,7.39,0,8.0,11.0,3.0,9.0,8,20,15,127,7.39,0,16
0,0,125,49,0,3,1,13,1,F,5,1,B,51,5856,3,976,85,33638,9,0,28,38,37,1,0,5,1,0.091,92.5,0.091,100.0,2,1,18.0,37,94,595.0,10,59.5,3,75.0,100.0,25.0,100.0,6,17,18,123,59.5,3,6
0,0,41,61,0,3,1,14,0,M,2,0,N,0,2132,3,632,92,27547,9,0,43,37,20,1,0,5,3,0.42100000000000004,20.75,0.3,20.33,8,3,15.0,27,74,330.0,19,17.37,3,20.0,25.0,5.0,15.0,11,29,15,53,17.37,3,6
0,0,65,51,0,3,1,14,1,F,7,0,P,0,1765,3,542,94,19984,8,0,30,34,28,0,0,5,1,0.091,15.0,0.0,0.0,1,0,18.0,16,45,47.0,4,11.75,2,5.0,15.0,10.0,15.0,4,12,18,57,11.75,2,2
0,0,41,74,0,1,2,44,0,M,7,0,N,0,856,2,176,26,12868,4,0,39,38,27,0,0,5,2,0.23800000000000002,14.0,0.4,15.0,5,4,19.0,26,69,103.0,8,12.88,2,10.0,20.0,10.0,10.0,11,25,19,52,12.88,2,4
1,10,53,45,0,3,1,11,1,F,7,1,P,0,3260,3,509,79,19165,7,11,26,42,17,0,0,5,1,0.063,20.0,0.0,0.0,1,0,18.0,17,45,52.0,4,13.0,2,10.0,20.0,10.0,20.0,6,14,18,52,13.0,2,2
0,0,53,68,0,2,1,35,1,M,7,0,M,1,1679,3,776,93,26873,9,0,21,34,0,0,0,5,1,0.067,25.0,0.0,0.0,1,0,26.0,11,33,75.0,3,25.0,3,0.0,25.0,25.0,25.0,4,11,26,49,25.0,3,0
1,50,53,81,0,3,1,13,0,M,3,0,N,0,5863,3,1500,85,174523,9,0,41,7,75,0,0,5,1,0.067,50.0,0.14300000000000002,50.0,1,1,24.0,12,35,150.0,3,50.0,3,0.0,50.0,50.0,50.0,6,13,24,49,50.0,3,1
1,25,41,49,0,4,2,25,0,F,1,0,P,0,2167,3,346,92,27423,9,0,17,55,18,0,0,1,1,0.067,15.0,0.0,0.0,1,0,15.0,12,39,49.0,4,12.25,2,5.0,15.0,10.0,15.0,2,10,15,49,12.25,2,1
0,0,137,78,0,4,3,31,1,M,1,1,B,33,409,0,114,40,8565,0,1,36,21,43,1,5,5,1,0.22699999999999998,13.2,0.364,15.0,5,4,18.0,44,108,227.0,26,8.73,1,18.0,20.0,2.0,5.0,9,22,4,128,8.73,1,17
1,15,29,75,0,3,1,13,1,F,4,0,B,30,5970,3,1386,94,62822,9,0,38,16,69,1,0,5,3,0.316,11.67,0.5,12.0,6,5,11.0,24,63,112.0,11,10.18,1,15.0,20.0,5.0,11.0,11,28,6,45,10.18,1,7
0,0,17,55,0,3,2,0,0,F,1,0,B,28,701,1,241,48,11437,2,0,0,0,0,0,0,1,1,0.1,15.0,0.16699999999999998,15.0,1,1,15.0,9,25,20.0,2,10.0,1,10.0,15.0,5.0,15.0,2,8,15,44,10.0,1,2
0,0,29,45,0,5,2,7,0,F,3,0,P,0,720,1,188,28,10789,2,0,20,35,47,1,0,5,3,0.55,18.55,0.636,19.14,11,7,15.0,26,70,306.0,20,15.3,3,20.0,25.0,5.0,20.0,11,28,5,44,15.3,3,11
0,0,89,47,0,3,1,14,0,M,4,1,N,0,3453,3,1103,84,48827,9,0,26,51,11,1,0,5,1,0.053,15.0,0.0,0.0,1,0,26.0,26,72,62.0,8,7.75,0,10.0,15.0,5.0,15.0,4,11,26,80,7.75,0,5
1,10,101,50,0,4,3,30,1,M,5,0,B,29,675,1,163,28,7083,0,0,37,76,11,1,10,5,1,0.16699999999999998,8.33,0.125,10.0,3,1,17.0,34,85,121.0,16,7.56,0,12.0,15.0,3.0,10.0,5,14,17,103,7.56,0,8
0,0,41,28,0,4,2,27,0,M,5,0,N,0,399,0,241,72,11333,2,0,33,34,36,0,0,5,1,0.095,26.0,0.182,26.0,2,2,20.0,22,56,112.0,5,22.4,3,12.0,27.0,15.0,27.0,6,16,20,40,22.4,3,4
0,0,137,55,0,1,2,45,0,F,2,0,M,14,473,0,265,77,11454,3,0,16,37,32,1,1,6,4,0.5,6.5,0.545,5.83,10,6,18.0,45,104,162.0,24,6.75,0,11.0,12.0,1.0,5.0,11,25,18,123,6.75,0,14
1,40,137,67,0,2,1,35,1,F,5,0,B,4,1033,2,427,85,12145,3,0,19,23,32,1,5,5,1,0.25,12.8,0.364,13.25,5,4,21.0,46,107,310.0,32,9.69,1,15.0,17.0,2.0,14.0,11,22,21,127,9.69,1,20
1,20,29,67,0,1,2,46,0,U,4,0,N,0,1130,2,333,61,15654,6,1,36,29,38,0,0,5,1,0.235,14.0,0.375,15.33,4,3,22.0,17,38,56.0,4,14.0,2,16.0,26.0,10.0,26.0,7,17,22,33,14.0,2,3
0,0,29,73,0,3,2,0,0,M,3,0,N,0,2158,3,308,48,13797,4,0,0,0,0,0,0,5,1,0.2,13.33,0.5,13.33,3,3,22.0,15,40,40.0,3,13.33,2,10.0,20.0,10.0,20.0,5,15,22,33,13.33,2,3
0,0,29,78,0,4,3,31,1,M,1,1,B,13,532,1,163,27,13155,4,0,46,34,43,0,0,5,3,0.313,17.0,0.429,18.33,5,3,17.0,18,51,105.0,6,17.5,3,20.0,30.0,10.0,30.0,8,22,17,33,17.5,3,3
1,10,125,45,0,4,1,24,1,M,7,1,B,5,1668,3,648,83,20187,8,0,16,82,0,1,0,5,1,0.33299999999999996,14.29,0.4,12.5,7,4,11.0,37,103,348.0,26,13.38,2,15.0,20.0,5.0,20.0,10,24,5,120,13.38,2,13
1,12,29,79,0,3,1,13,1,M,5,1,B,23,1982,3,786,90,48843,9,0,48,11,67,1,0,5,2,0.5329999999999999,11.38,0.429,13.0,8,3,14.0,21,55,130.0,11,11.82,2,9.0,15.0,6.0,12.0,11,29,6,33,11.82,2,4
0,0,29,76,0,2,2,36,1,F,2,1,B,13,521,1,304,80,13437,4,0,37,27,32,0,0,5,1,0.214,11.67,0.33299999999999996,10.0,3,2,19.0,15,38,35.0,3,11.67,2,5.0,15.0,10.0,15.0,5,15,19,33,11.67,2,2
0,0,29,74,0,4,2,27,1,M,2,1,B,1,406,0,260,72,13017,4,3,36,37,27,0,0,5,1,0.111,26.0,0.125,25.0,2,1,19.0,18,48,67.0,3,22.33,3,12.0,27.0,15.0,27.0,7,18,19,33,22.33,3,2
0,0,137,46,0,4,2,26,1,M,2,1,B,33,2262,3,227,59,14996,5,0,26,30,35,1,1,6,3,0.353,5.0,0.5,4.5,6,4,22.0,25,60,84.0,18,4.67,0,7.0,10.0,3.0,10.0,4,10,18,130,4.67,0,11
1,12,41,50,0,2,3,41,0,M,4,0,N,0,417,0,131,27,6858,0,0,0,0,0,1,4,5,1,0.21100000000000002,14.25,0.33299999999999996,12.33,4,3,19.0,27,71,104.0,8,13.0,2,15.0,20.0,5.0,17.0,8,20,7,45,13.0,2,6
0,0,65,79,0,4,3,33,0,M,1,1,B,2,613,1,157,51,15708,6,0,49,36,18,1,1,6,3,0.5,10.0,0.545,10.0,10,6,17.0,26,64,225.0,25,9.0,1,5.0,10.0,5.0,10.0,5,11,17,65,9.0,1,11
0,0,89,54,0,3,2,0,0,U,1,1,P,0,950,2,244,67,9872,1,2,25,34,31,1,0,5,2,0.23800000000000002,11.0,0.4,11.25,5,4,17.0,41,104,214.0,19,11.26,2,15.0,20.0,5.0,15.0,11,25,17,89,11.26,2,9
1,10,77,78,0,4,2,27,1,M,5,1,B,7,860,2,358,83,14984,5,0,35,22,13,1,0,5,4,0.381,7.25,0.6,7.67,8,6,16.0,32,88,194.0,21,9.24,1,13.0,16.0,3.0,9.0,11,25,4,75,9.24,1,12
0,0,29,43,0,3,1,12,0,F,5,0,P,0,1072,2,517,91,22262,8,1,35,50,26,0,0,3,1,0.214,16.67,0.16699999999999998,20.0,3,1,23.0,15,39,50.0,3,16.67,3,10.0,20.0,10.0,20.0,6,15,23,32,16.67,3,1
